PlotID,site,treatment,plot,month,time,Species,abundances
CAR_closed_10_T012_12_herb,CAR,closed,10,T012,12,Acanthaceae.sp.,2
CAR_closed_10_T012_12_herb,CAR,closed,10,T012,12,Lindsaea�sp.,1
CAR_closed_10_T012_12_herb,CAR,closed,10,T012,12,Philodendron.sp.,1
CAR_closed_10_T012_12_herb,CAR,closed,10,T012,12,Polypodiaceae.sp. 1,1
CAR_closed_10_T012_12_liana,CAR,closed,10,T012,12,Sapindaceae,0
CAR_closed_10_T012_12_palm,CAR,closed,10,T012,12,Euterpe.edulis,17
CAR_closed_10_T012_12_palm,CAR,closed,10,T012,12,Geonoma.elegans,4
CAR_closed_10_T012_12_palm,CAR,closed,10,T012,12,Geonoma.sp.,0
CAR_closed_10_T012_12_shrub,CAR,closed,10,T012,12,Psychotria.nuda,0
CAR_closed_10_T012_12_shrub,CAR,closed,10,T012,12,Rudgea.jasminoides,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Eugenia.cuprea,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Eugenia.neoaustralis,0
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Eugenia.pruinosa,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Eugenia.sp.,2
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Garcinia.gardneriana,0
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Hirtella.hebeclada,0
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Marlierea.obscura,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Meliosma.sellowii,2
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Mollinedia.sp.,0
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Myrceugenia.myrcioides,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Myrtaceae.sp.,0
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Sorocea.bonplandii,1
CAR_closed_10_T012_12_tree,CAR,closed,10,T012,12,Virola.gardneri,2
CAR_closed_10_T018_18_herb,CAR,closed,10,T018,18,Acanthaceae.sp.,3
CAR_closed_10_T018_18_herb,CAR,closed,10,T018,18,Lindsaea�sp.,1
CAR_closed_10_T018_18_herb,CAR,closed,10,T018,18,Philodendron.sp.,1
CAR_closed_10_T018_18_herb,CAR,closed,10,T018,18,Polypodiaceae.sp. 1,1
CAR_closed_10_T018_18_liana,CAR,closed,10,T018,18,Sapindaceae,0
CAR_closed_10_T018_18_palm,CAR,closed,10,T018,18,Euterpe.edulis,16
CAR_closed_10_T018_18_palm,CAR,closed,10,T018,18,Geonoma.elegans,4
CAR_closed_10_T018_18_palm,CAR,closed,10,T018,18,Geonoma.sp.,0
CAR_closed_10_T018_18_shrub,CAR,closed,10,T018,18,Psychotria.nuda,0
CAR_closed_10_T018_18_shrub,CAR,closed,10,T018,18,Rudgea.jasminoides,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Eugenia.cuprea,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Eugenia.neoaustralis,0
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Eugenia.pruinosa,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Eugenia.sp.,2
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Garcinia.gardneriana,0
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Hirtella.hebeclada,0
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Marlierea.obscura,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Meliosma.sellowii,2
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Mollinedia.sp.,0
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Myrceugenia.myrcioides,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Myrtaceae.sp.,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Sorocea.bonplandii,1
CAR_closed_10_T018_18_tree,CAR,closed,10,T018,18,Virola.gardneri,2
CAR_closed_10_T024_24_herb,CAR,closed,10,T024,24,Acanthaceae.sp.,3
CAR_closed_10_T024_24_herb,CAR,closed,10,T024,24,Lindsaea�sp.,1
CAR_closed_10_T024_24_herb,CAR,closed,10,T024,24,Philodendron.sp.,1
CAR_closed_10_T024_24_herb,CAR,closed,10,T024,24,Polypodiaceae.sp. 1,1
CAR_closed_10_T024_24_liana,CAR,closed,10,T024,24,Sapindaceae,0
CAR_closed_10_T024_24_palm,CAR,closed,10,T024,24,Euterpe.edulis,26
CAR_closed_10_T024_24_palm,CAR,closed,10,T024,24,Geonoma.elegans,4
CAR_closed_10_T024_24_palm,CAR,closed,10,T024,24,Geonoma.sp.,3
CAR_closed_10_T024_24_shrub,CAR,closed,10,T024,24,Psychotria.nuda,1
CAR_closed_10_T024_24_shrub,CAR,closed,10,T024,24,Rudgea.jasminoides,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Eugenia.cuprea,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Eugenia.neoaustralis,0
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Eugenia.pruinosa,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Eugenia.sp.,2
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Garcinia.gardneriana,0
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Hirtella.hebeclada,0
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Marlierea.obscura,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Meliosma.sellowii,2
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Mollinedia.sp.,0
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Myrceugenia.myrcioides,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Myrtaceae.sp.,2
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Sorocea.bonplandii,1
CAR_closed_10_T024_24_tree,CAR,closed,10,T024,24,Virola.gardneri,1
CAR_closed_10_T030_30_herb,CAR,closed,10,T030,30,Acanthaceae.sp.,3
CAR_closed_10_T030_30_herb,CAR,closed,10,T030,30,Lindsaea�sp.,1
CAR_closed_10_T030_30_herb,CAR,closed,10,T030,30,Philodendron.sp.,1
CAR_closed_10_T030_30_herb,CAR,closed,10,T030,30,Polypodiaceae.sp. 1,1
CAR_closed_10_T030_30_liana,CAR,closed,10,T030,30,Sapindaceae,0
CAR_closed_10_T030_30_palm,CAR,closed,10,T030,30,Euterpe.edulis,32
CAR_closed_10_T030_30_palm,CAR,closed,10,T030,30,Geonoma.elegans,4
CAR_closed_10_T030_30_palm,CAR,closed,10,T030,30,Geonoma.sp.,3
CAR_closed_10_T030_30_shrub,CAR,closed,10,T030,30,Psychotria.nuda,1
CAR_closed_10_T030_30_shrub,CAR,closed,10,T030,30,Rudgea.jasminoides,0
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Eugenia.cuprea,1
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Eugenia.neoaustralis,0
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Eugenia.pruinosa,1
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Eugenia.sp.,2
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Garcinia.gardneriana,0
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Hirtella.hebeclada,0
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Marlierea.obscura,1
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Meliosma.sellowii,2
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Mollinedia.sp.,0
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Myrceugenia.myrcioides,1
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Myrtaceae.sp.,2
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Sorocea.bonplandii,1
CAR_closed_10_T030_30_tree,CAR,closed,10,T030,30,Virola.gardneri,1
CAR_closed_10_T036_36_herb,CAR,closed,10,T036,36,Acanthaceae.sp.,3
CAR_closed_10_T036_36_herb,CAR,closed,10,T036,36,Lindsaea�sp.,1
CAR_closed_10_T036_36_herb,CAR,closed,10,T036,36,Philodendron.sp.,1
CAR_closed_10_T036_36_herb,CAR,closed,10,T036,36,Polypodiaceae.sp. 1,1
CAR_closed_10_T036_36_liana,CAR,closed,10,T036,36,Sapindaceae,1
CAR_closed_10_T036_36_palm,CAR,closed,10,T036,36,Euterpe.edulis,41
CAR_closed_10_T036_36_palm,CAR,closed,10,T036,36,Geonoma.elegans,4
CAR_closed_10_T036_36_palm,CAR,closed,10,T036,36,Geonoma.sp.,3
CAR_closed_10_T036_36_shrub,CAR,closed,10,T036,36,Psychotria.nuda,1
CAR_closed_10_T036_36_shrub,CAR,closed,10,T036,36,Rudgea.jasminoides,0
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Eugenia.cuprea,1
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Eugenia.neoaustralis,0
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Eugenia.pruinosa,1
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Eugenia.sp.,2
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Garcinia.gardneriana,0
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Hirtella.hebeclada,0
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Marlierea.obscura,1
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Meliosma.sellowii,2
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Mollinedia.sp.,0
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Myrceugenia.myrcioides,1
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Myrtaceae.sp.,2
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Sorocea.bonplandii,1
CAR_closed_10_T036_36_tree,CAR,closed,10,T036,36,Virola.gardneri,0
CAR_closed_10_T042_42_herb,CAR,closed,10,T042,42,Acanthaceae.sp.,4
CAR_closed_10_T042_42_herb,CAR,closed,10,T042,42,Lindsaea�sp.,1
CAR_closed_10_T042_42_herb,CAR,closed,10,T042,42,Philodendron.sp.,2
CAR_closed_10_T042_42_herb,CAR,closed,10,T042,42,Polypodiaceae.sp. 1,1
CAR_closed_10_T042_42_liana,CAR,closed,10,T042,42,Sapindaceae,1
CAR_closed_10_T042_42_palm,CAR,closed,10,T042,42,Euterpe.edulis,36
CAR_closed_10_T042_42_palm,CAR,closed,10,T042,42,Geonoma.elegans,4
CAR_closed_10_T042_42_palm,CAR,closed,10,T042,42,Geonoma.sp.,3
CAR_closed_10_T042_42_shrub,CAR,closed,10,T042,42,Psychotria.nuda,1
CAR_closed_10_T042_42_shrub,CAR,closed,10,T042,42,Rudgea.jasminoides,0
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Eugenia.cuprea,1
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Eugenia.neoaustralis,0
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Eugenia.pruinosa,1
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Eugenia.sp.,2
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Garcinia.gardneriana,0
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Hirtella.hebeclada,0
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Marlierea.obscura,1
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Meliosma.sellowii,2
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Mollinedia.sp.,2
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Myrceugenia.myrcioides,0
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Myrtaceae.sp.,2
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Sorocea.bonplandii,1
CAR_closed_10_T042_42_tree,CAR,closed,10,T042,42,Virola.gardneri,0
CAR_closed_10_T048_48_herb,CAR,closed,10,T048,48,Acanthaceae.sp.,4
CAR_closed_10_T048_48_herb,CAR,closed,10,T048,48,Lindsaea�sp.,1
CAR_closed_10_T048_48_herb,CAR,closed,10,T048,48,Philodendron.sp.,2
CAR_closed_10_T048_48_herb,CAR,closed,10,T048,48,Polypodiaceae.sp. 1,1
CAR_closed_10_T048_48_liana,CAR,closed,10,T048,48,Sapindaceae,1
CAR_closed_10_T048_48_palm,CAR,closed,10,T048,48,Euterpe.edulis,33
CAR_closed_10_T048_48_palm,CAR,closed,10,T048,48,Geonoma.elegans,4
CAR_closed_10_T048_48_palm,CAR,closed,10,T048,48,Geonoma.sp.,3
CAR_closed_10_T048_48_shrub,CAR,closed,10,T048,48,Psychotria.nuda,1
CAR_closed_10_T048_48_shrub,CAR,closed,10,T048,48,Rudgea.jasminoides,0
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Eugenia.cuprea,1
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Eugenia.neoaustralis,0
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Eugenia.pruinosa,1
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Eugenia.sp.,2
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Garcinia.gardneriana,0
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Hirtella.hebeclada,0
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Marlierea.obscura,1
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Meliosma.sellowii,2
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Mollinedia.sp.,2
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Myrceugenia.myrcioides,0
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Myrtaceae.sp.,2
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Sorocea.bonplandii,1
CAR_closed_10_T048_48_tree,CAR,closed,10,T048,48,Virola.gardneri,0
CAR_closed_10_T054_54_herb,CAR,closed,10,T054,54,Acanthaceae.sp.,4
CAR_closed_10_T054_54_herb,CAR,closed,10,T054,54,Lindsaea�sp.,1
CAR_closed_10_T054_54_herb,CAR,closed,10,T054,54,Philodendron.sp.,2
CAR_closed_10_T054_54_herb,CAR,closed,10,T054,54,Polypodiaceae.sp. 1,1
CAR_closed_10_T054_54_liana,CAR,closed,10,T054,54,Sapindaceae,1
CAR_closed_10_T054_54_palm,CAR,closed,10,T054,54,Euterpe.edulis,36
CAR_closed_10_T054_54_palm,CAR,closed,10,T054,54,Geonoma.elegans,4
CAR_closed_10_T054_54_palm,CAR,closed,10,T054,54,Geonoma.sp.,3
CAR_closed_10_T054_54_shrub,CAR,closed,10,T054,54,Psychotria.nuda,1
CAR_closed_10_T054_54_shrub,CAR,closed,10,T054,54,Rudgea.jasminoides,0
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Eugenia.cuprea,1
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Eugenia.neoaustralis,0
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Eugenia.pruinosa,1
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Eugenia.sp.,2
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Garcinia.gardneriana,0
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Hirtella.hebeclada,0
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Marlierea.obscura,1
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Meliosma.sellowii,2
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Mollinedia.sp.,2
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Myrceugenia.myrcioides,0
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Myrtaceae.sp.,4
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Sorocea.bonplandii,1
CAR_closed_10_T054_54_tree,CAR,closed,10,T054,54,Virola.gardneri,0
CAR_closed_10_T060_60_herb,CAR,closed,10,T060,60,Acanthaceae.sp.,4
CAR_closed_10_T060_60_herb,CAR,closed,10,T060,60,Lindsaea�sp.,1
CAR_closed_10_T060_60_herb,CAR,closed,10,T060,60,Philodendron.sp.,4
CAR_closed_10_T060_60_herb,CAR,closed,10,T060,60,Polypodiaceae.sp. 1,1
CAR_closed_10_T060_60_liana,CAR,closed,10,T060,60,Sapindaceae,1
CAR_closed_10_T060_60_palm,CAR,closed,10,T060,60,Euterpe.edulis,39
CAR_closed_10_T060_60_palm,CAR,closed,10,T060,60,Geonoma.elegans,4
CAR_closed_10_T060_60_palm,CAR,closed,10,T060,60,Geonoma.sp.,3
CAR_closed_10_T060_60_shrub,CAR,closed,10,T060,60,Psychotria.nuda,1
CAR_closed_10_T060_60_shrub,CAR,closed,10,T060,60,Rudgea.jasminoides,0
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Eugenia.cuprea,1
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Eugenia.neoaustralis,0
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Eugenia.pruinosa,1
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Eugenia.sp.,2
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Garcinia.gardneriana,0
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Hirtella.hebeclada,0
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Marlierea.obscura,1
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Meliosma.sellowii,2
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Mollinedia.sp.,2
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Myrceugenia.myrcioides,0
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Myrtaceae.sp.,4
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Sorocea.bonplandii,1
CAR_closed_10_T060_60_tree,CAR,closed,10,T060,60,Virola.gardneri,0
CAR_closed_10_T066_66_herb,CAR,closed,10,T066,66,Acanthaceae.sp.,4
CAR_closed_10_T066_66_herb,CAR,closed,10,T066,66,Lindsaea�sp.,1
CAR_closed_10_T066_66_herb,CAR,closed,10,T066,66,Philodendron.sp.,4
CAR_closed_10_T066_66_herb,CAR,closed,10,T066,66,Polypodiaceae.sp. 1,1
CAR_closed_10_T066_66_liana,CAR,closed,10,T066,66,Sapindaceae,1
CAR_closed_10_T066_66_palm,CAR,closed,10,T066,66,Euterpe.edulis,52
CAR_closed_10_T066_66_palm,CAR,closed,10,T066,66,Geonoma.elegans,4
CAR_closed_10_T066_66_palm,CAR,closed,10,T066,66,Geonoma.sp.,3
CAR_closed_10_T066_66_shrub,CAR,closed,10,T066,66,Psychotria.nuda,1
CAR_closed_10_T066_66_shrub,CAR,closed,10,T066,66,Rudgea.jasminoides,0
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Eugenia.cuprea,1
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Eugenia.neoaustralis,0
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Eugenia.pruinosa,1
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Eugenia.sp.,1
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Garcinia.gardneriana,0
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Hirtella.hebeclada,0
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Marlierea.obscura,1
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Meliosma.sellowii,2
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Mollinedia.sp.,2
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Myrceugenia.myrcioides,0
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Myrtaceae.sp.,4
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Sorocea.bonplandii,1
CAR_closed_10_T066_66_tree,CAR,closed,10,T066,66,Virola.gardneri,0
CAR_closed_10_T072_72_herb,CAR,closed,10,T072,72,Acanthaceae.sp.,4
CAR_closed_10_T072_72_herb,CAR,closed,10,T072,72,Lindsaea�sp.,1
CAR_closed_10_T072_72_herb,CAR,closed,10,T072,72,Philodendron.sp.,4
CAR_closed_10_T072_72_herb,CAR,closed,10,T072,72,Polypodiaceae.sp. 1,1
CAR_closed_10_T072_72_liana,CAR,closed,10,T072,72,Sapindaceae,1
CAR_closed_10_T072_72_palm,CAR,closed,10,T072,72,Euterpe.edulis,49
CAR_closed_10_T072_72_palm,CAR,closed,10,T072,72,Geonoma.elegans,4
CAR_closed_10_T072_72_palm,CAR,closed,10,T072,72,Geonoma.sp.,3
CAR_closed_10_T072_72_shrub,CAR,closed,10,T072,72,Psychotria.nuda,1
CAR_closed_10_T072_72_shrub,CAR,closed,10,T072,72,Rudgea.jasminoides,0
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Eugenia.cuprea,1
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Eugenia.neoaustralis,0
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Eugenia.pruinosa,1
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Eugenia.sp.,1
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Garcinia.gardneriana,0
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Hirtella.hebeclada,0
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Marlierea.obscura,1
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Meliosma.sellowii,2
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Mollinedia.sp.,2
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Myrceugenia.myrcioides,0
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Myrtaceae.sp.,4
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Sorocea.bonplandii,1
CAR_closed_10_T072_72_tree,CAR,closed,10,T072,72,Virola.gardneri,0
CAR_closed_10_T078_78_herb,CAR,closed,10,T078,78,Acanthaceae.sp.,4
CAR_closed_10_T078_78_herb,CAR,closed,10,T078,78,Lindsaea�sp.,1
CAR_closed_10_T078_78_herb,CAR,closed,10,T078,78,Philodendron.sp.,5
CAR_closed_10_T078_78_herb,CAR,closed,10,T078,78,Polypodiaceae.sp. 1,1
CAR_closed_10_T078_78_liana,CAR,closed,10,T078,78,Sapindaceae,1
CAR_closed_10_T078_78_palm,CAR,closed,10,T078,78,Euterpe.edulis,55
CAR_closed_10_T078_78_palm,CAR,closed,10,T078,78,Geonoma.elegans,4
CAR_closed_10_T078_78_palm,CAR,closed,10,T078,78,Geonoma.sp.,3
CAR_closed_10_T078_78_shrub,CAR,closed,10,T078,78,Psychotria.nuda,1
CAR_closed_10_T078_78_shrub,CAR,closed,10,T078,78,Rudgea.jasminoides,0
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Eugenia.cuprea,1
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Eugenia.neoaustralis,0
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Eugenia.pruinosa,1
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Eugenia.sp.,1
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Garcinia.gardneriana,0
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Hirtella.hebeclada,0
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Marlierea.obscura,1
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Meliosma.sellowii,2
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Mollinedia.sp.,2
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Myrceugenia.myrcioides,0
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Myrtaceae.sp.,4
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Sorocea.bonplandii,1
CAR_closed_10_T078_78_tree,CAR,closed,10,T078,78,Virola.gardneri,0
CAR_closed_10_T084_84_herb,CAR,closed,10,T084,84,Acanthaceae.sp.,4
CAR_closed_10_T084_84_herb,CAR,closed,10,T084,84,Lindsaea�sp.,1
CAR_closed_10_T084_84_herb,CAR,closed,10,T084,84,Philodendron.sp.,5
CAR_closed_10_T084_84_herb,CAR,closed,10,T084,84,Polypodiaceae.sp. 1,1
CAR_closed_10_T084_84_liana,CAR,closed,10,T084,84,Sapindaceae,1
CAR_closed_10_T084_84_palm,CAR,closed,10,T084,84,Euterpe.edulis,51
CAR_closed_10_T084_84_palm,CAR,closed,10,T084,84,Geonoma.elegans,4
CAR_closed_10_T084_84_palm,CAR,closed,10,T084,84,Geonoma.sp.,3
CAR_closed_10_T084_84_shrub,CAR,closed,10,T084,84,Psychotria.nuda,1
CAR_closed_10_T084_84_shrub,CAR,closed,10,T084,84,Rudgea.jasminoides,0
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Eugenia.cuprea,1
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Eugenia.neoaustralis,0
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Eugenia.pruinosa,1
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Eugenia.sp.,1
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Garcinia.gardneriana,0
CAR_closed_10_T084_84_tree,CAR,closed,10,T084,84,Hirtella.hebeclada,0
